,True Rating,Predicted Rating,True Genre,Predicted Genre
13402,4.18,4.478999999999999,Fiction,Fiction
13403,4.23,4.396000000000001,Non-Fiction,Non-Fiction
13405,4.7,4.232,Non-Fiction,Fiction
13406,4.48,4.1899999999999995,Non-Fiction,Non-Fiction
13407,4.64,4.319,Non-Fiction,Non-Fiction
13413,0.0,0.0,Non-Fiction,Non-Fiction
13421,3.44,4.1129999999999995,Fiction,Non-Fiction
13423,3.67,4.084,Fiction,Fiction
13427,4.51,4.2139999999999995,Non-Fiction,Non-Fiction
13432,4.28,4.413,Non-Fiction,Non-Fiction
13433,4.54,3.914,Non-Fiction,Non-Fiction
13438,4.41,4.436999999999999,Non-Fiction,Non-Fiction
13439,4.18,4.352,Non-Fiction,Fiction
13444,4.37,4.188000000000001,Non-Fiction,Non-Fiction
13445,4.2,3.7409999999999997,Non-Fiction,Non-Fiction
13459,4.6,4.435,Non-Fiction,Non-Fiction
13461,3.6,4.583,Non-Fiction,Non-Fiction
13467,4.61,4.271,Non-Fiction,Non-Fiction
13477,0.0,0.0,Fiction,Non-Fiction
13483,4.0,4.192,Non-Fiction,Non-Fiction
13484,2.83,4.672,Non-Fiction,Non-Fiction
13485,4.11,4.078999999999999,Non-Fiction,Non-Fiction
13488,4.64,4.098000000000001,Non-Fiction,Non-Fiction
13491,4.63,4.305,Non-Fiction,Fiction
13492,4.58,4.513,Non-Fiction,Non-Fiction
13493,2.9,4.579,Fiction,Non-Fiction
13509,4.28,4.212000000000001,Non-Fiction,Non-Fiction
13512,4.4,4.691999999999999,Non-Fiction,Fiction
13514,4.57,4.418,Non-Fiction,Non-Fiction
13519,4.71,4.255999999999999,Non-Fiction,Non-Fiction
13521,4.78,4.138999999999999,Non-Fiction,Non-Fiction
13533,4.45,4.111999999999999,Non-Fiction,Non-Fiction
13546,3.5,4.3629999999999995,Fiction,Non-Fiction
13548,4.5,3.871,Non-Fiction,Non-Fiction
13561,4.0,4.498,Fiction,Fiction
13564,4.83,4.221,Fiction,Fiction
13585,4.49,4.4319999999999995,Non-Fiction,Non-Fiction
13588,4.05,4.063,Non-Fiction,Non-Fiction
13592,3.98,4.525999999999999,Non-Fiction,Non-Fiction
13596,4.65,4.26,Non-Fiction,Non-Fiction
13603,3.44,4.592,Non-Fiction,Non-Fiction
13609,4.25,4.119000000000001,Non-Fiction,Non-Fiction
13615,4.72,4.403999999999999,Non-Fiction,Fiction
13624,4.16,4.491,Fiction,Fiction
13634,3.93,3.886,Non-Fiction,Non-Fiction
13636,0.0,0.0,Non-Fiction,Fiction
13637,4.34,4.142999999999999,Non-Fiction,Non-Fiction
13638,4.75,4.311999999999999,Non-Fiction,Non-Fiction
13644,4.47,4.093999999999999,Non-Fiction,Non-Fiction
13653,4.68,4.539999999999999,Non-Fiction,Non-Fiction
13655,3.76,4.545,Non-Fiction,Non-Fiction
13656,4.55,4.296,Non-Fiction,Non-Fiction
13667,4.5,4.204000000000001,Fiction,Fiction
13681,5.0,4.567,Non-Fiction,Non-Fiction
13684,3.44,4.115999999999999,Non-Fiction,Non-Fiction
13699,4.45,4.703,Non-Fiction,Non-Fiction
13701,4.78,4.506,Non-Fiction,Non-Fiction
13717,4.4,4.142,Non-Fiction,Non-Fiction
13720,4.81,4.047,Non-Fiction,Non-Fiction
13723,4.15,4.3759999999999994,Non-Fiction,Non-Fiction
13726,3.64,4.336,Non-Fiction,Non-Fiction
13727,4.61,4.55,Non-Fiction,Non-Fiction
13729,3.8,4.621999999999999,Non-Fiction,Non-Fiction
13730,4.64,4.2749999999999995,Non-Fiction,Non-Fiction
13738,3.76,4.096000000000001,Fiction,Fiction
13755,4.81,4.3809999999999985,Non-Fiction,Non-Fiction
13756,4.4,4.394,Non-Fiction,Non-Fiction
13764,4.59,4.301,Non-Fiction,Non-Fiction
13771,0.0,0.0,Fiction,Non-Fiction
13772,4.53,4.28,Non-Fiction,Non-Fiction
13783,4.58,4.263,Fiction,Fiction
13784,4.31,4.6659999999999995,Non-Fiction,Fiction
13786,4.66,4.642,Non-Fiction,Non-Fiction
13788,4.43,4.3149999999999995,Non-Fiction,Fiction
13789,4.08,4.1739999999999995,Fiction,Non-Fiction
13791,4.61,4.161,Non-Fiction,Non-Fiction
13795,4.25,4.313000000000001,Non-Fiction,Non-Fiction
13801,4.0,4.9,Fiction,Fiction
13809,3.7,4.127,Fiction,Non-Fiction
13812,4.5,4.0969999999999995,Fiction,Fiction
13818,3.87,4.658,Non-Fiction,Fiction
13829,4.46,4.25,Non-Fiction,Fiction
13830,3.73,4.284000000000001,Fiction,Fiction
13832,4.19,3.897,Non-Fiction,Non-Fiction
13835,4.16,4.24,Fiction,Fiction
13837,4.0,3.6,Fiction,Fiction
13839,4.49,4.398999999999999,Non-Fiction,Fiction
13841,4.56,4.167,Fiction,Fiction
13846,4.32,4.114,Fiction,Non-Fiction
13849,4.46,4.333,Non-Fiction,Non-Fiction
13855,3.66,4.514,Non-Fiction,Non-Fiction
13859,3.76,4.223,Fiction,Fiction
13863,4.09,4.12,Non-Fiction,Non-Fiction
13872,3.73,4.323,Non-Fiction,Non-Fiction
13874,3.84,3.8589999999999995,Fiction,Fiction
13879,4.01,4.614999999999999,Non-Fiction,Non-Fiction
13882,4.74,3.7339999999999995,Non-Fiction,Non-Fiction
13888,4.37,4.456,Non-Fiction,Non-Fiction
13894,4.57,4.228,Fiction,Fiction
13895,4.49,4.366,Fiction,Non-Fiction
13898,4.7,4.279999999999999,Non-Fiction,Fiction
13900,4.55,3.433,Non-Fiction,Non-Fiction
13933,4.32,4.194000000000001,Fiction,Fiction
13935,4.04,4.300000000000001,Fiction,Fiction
13936,4.81,4.0040000000000004,Non-Fiction,Fiction
13938,4.5,4.379,Fiction,Non-Fiction
13941,4.56,4.071,Non-Fiction,Fiction
13953,5.0,4.1659999999999995,Fiction,Non-Fiction
13963,4.45,4.406,Fiction,Non-Fiction
13964,4.66,4.032,Fiction,Fiction
13970,4.26,4.288,Fiction,Non-Fiction
13971,4.59,4.364999999999999,Non-Fiction,Non-Fiction
13974,4.0,4.4,Non-Fiction,Non-Fiction
13978,3.95,4.517,Non-Fiction,Non-Fiction
13985,3.6,4.555,Non-Fiction,Fiction
13989,4.11,4.162999999999999,Non-Fiction,Non-Fiction
14004,3.68,4.438,Non-Fiction,Fiction
14010,4.68,4.5009999999999994,Non-Fiction,Non-Fiction
14013,4.7,4.5200000000000005,Non-Fiction,Non-Fiction
14031,4.68,4.256,Non-Fiction,Non-Fiction
14033,4.66,4.705,Non-Fiction,Non-Fiction
14036,3.41,4.537000000000001,Non-Fiction,Non-Fiction
14042,4.36,4.7059999999999995,Non-Fiction,Non-Fiction
14047,4.08,3.9010000000000007,Fiction,Fiction
14059,4.83,4.7,Non-Fiction,Non-Fiction
14061,3.83,4.135,Non-Fiction,Non-Fiction
14075,4.07,3.6450000000000005,Fiction,Fiction
14078,0.0,0.0,Non-Fiction,Fiction
14091,4.17,4.505,Non-Fiction,Non-Fiction
14092,4.0,4.7,Non-Fiction,Non-Fiction
14116,4.34,4.099000000000001,Fiction,Fiction
14118,4.48,4.245,Fiction,Non-Fiction
14121,4.49,4.206,Fiction,Fiction
14122,2.8,4.651999999999999,Non-Fiction,Non-Fiction
14131,4.38,4.023999999999999,Non-Fiction,Non-Fiction
14132,4.63,4.022,Fiction,Non-Fiction
14145,4.43,4.357,Non-Fiction,Non-Fiction
14146,4.26,4.325000000000001,Fiction,Fiction
14151,4.21,4.4590000000000005,Non-Fiction,Non-Fiction
14156,4.12,4.221,Non-Fiction,Fiction
14164,4.31,4.2379999999999995,Non-Fiction,Non-Fiction
14184,4.02,4.1850000000000005,Fiction,Non-Fiction
14187,4.01,4.465,Non-Fiction,Non-Fiction
14188,4.71,3.9099999999999993,Fiction,Fiction
14189,4.64,4.254,Non-Fiction,Non-Fiction
14190,4.37,4.260999999999999,Fiction,Fiction
14191,4.75,4.2909999999999995,Non-Fiction,Non-Fiction
14197,5.0,4.0,Fiction,Non-Fiction
14206,3.96,4.159000000000001,Non-Fiction,Non-Fiction
14211,5.0,3.9470000000000014,Non-Fiction,Non-Fiction
14212,4.02,4.574,Non-Fiction,Non-Fiction
14214,4.92,3.9829999999999997,Non-Fiction,Non-Fiction
14215,0.0,0.0,Fiction,Fiction
14231,4.44,4.068,Fiction,Fiction
14233,4.24,4.306,Fiction,Fiction
14241,4.3,4.186,Non-Fiction,Non-Fiction
14251,4.5,4.531999999999999,Fiction,Non-Fiction
14264,4.22,4.475,Non-Fiction,Non-Fiction
14266,4.13,4.143000000000001,Non-Fiction,Non-Fiction
14274,4.09,4.226000000000001,Fiction,Non-Fiction
14276,4.23,4.180999999999999,Fiction,Fiction
14277,4.71,4.486,Non-Fiction,Non-Fiction
14288,4.66,4.453,Fiction,Fiction
14295,3.76,3.958000000000001,Non-Fiction,Non-Fiction
14300,3.5,4.428,Fiction,Non-Fiction
14307,4.51,4.268,Non-Fiction,Non-Fiction
14318,4.55,4.537,Non-Fiction,Non-Fiction
14319,4.27,4.286,Non-Fiction,Non-Fiction
14321,4.53,4.435,Non-Fiction,Non-Fiction
14322,4.17,4.231,Non-Fiction,Non-Fiction
14327,4.8,4.616,Fiction,Non-Fiction
14342,4.62,3.975,Fiction,Non-Fiction
14345,4.65,4.404,Fiction,Fiction
14359,4.52,4.436,Non-Fiction,Fiction
14364,3.63,4.377000000000001,Non-Fiction,Non-Fiction
14367,4.4,4.691,Non-Fiction,Non-Fiction
14368,4.47,4.3549999999999995,Non-Fiction,Fiction
14371,4.63,4.348999999999999,Fiction,Fiction
14372,0.0,0.0,Non-Fiction,Non-Fiction
14378,4.26,4.322,Non-Fiction,Non-Fiction
14382,3.87,4.061,Fiction,Non-Fiction
14388,4.3,4.4670000000000005,Non-Fiction,Non-Fiction
14400,4.8,4.635000000000001,Non-Fiction,Non-Fiction
14402,4.14,4.5409999999999995,Non-Fiction,Non-Fiction
14409,4.06,4.183999999999999,Non-Fiction,Fiction
14421,4.2,4.335000000000001,Non-Fiction,Fiction
14426,4.6,4.066999999999999,Non-Fiction,Non-Fiction
14429,4.14,4.119,Non-Fiction,Fiction
14432,4.16,4.337,Non-Fiction,Non-Fiction
14442,4.61,3.849999999999999,Fiction,Non-Fiction
14452,3.78,4.238,Fiction,Non-Fiction
14456,4.89,4.312,Non-Fiction,Non-Fiction
14459,3.92,4.180999999999999,Fiction,Fiction
14462,4.59,4.821,Non-Fiction,Non-Fiction
14480,4.2,4.504,Fiction,Fiction
14481,4.43,3.6689999999999996,Non-Fiction,Fiction
14500,3.66,4.5,Non-Fiction,Non-Fiction
14512,5.0,4.305,Non-Fiction,Fiction
14514,4.56,4.264,Fiction,Non-Fiction
14523,4.37,4.203,Non-Fiction,Non-Fiction
14532,4.65,4.2170000000000005,Non-Fiction,Non-Fiction
14538,4.7,4.384,Non-Fiction,Non-Fiction
14540,3.53,4.1209999999999996,Non-Fiction,Non-Fiction
14549,4.53,4.231,Non-Fiction,Non-Fiction
14554,4.35,4.304,Fiction,Fiction
14555,4.7,4.428,Fiction,Fiction
14557,3.57,4.371999999999999,Non-Fiction,Non-Fiction
14572,4.28,4.318,Non-Fiction,Non-Fiction
14573,3.8,4.523,Non-Fiction,Fiction
14580,4.0,4.51,Non-Fiction,Non-Fiction
14586,3.98,4.4079999999999995,Non-Fiction,Non-Fiction
14592,4.53,4.435,Non-Fiction,Non-Fiction
14594,4.43,4.416,Non-Fiction,Non-Fiction
14597,3.8,4.417,Fiction,Fiction
14610,4.0,4.425999999999999,Non-Fiction,Non-Fiction
14612,4.59,4.5889999999999995,Fiction,Fiction
14624,4.49,4.436,Non-Fiction,Non-Fiction
14635,5.0,3.15,Non-Fiction,Non-Fiction
14641,4.51,3.2069999999999994,Fiction,Non-Fiction
14644,3.85,4.335,Non-Fiction,Non-Fiction
14647,4.63,4.528,Non-Fiction,Non-Fiction
14654,3.91,4.0520000000000005,Non-Fiction,Non-Fiction
14664,4.33,4.452,Non-Fiction,Fiction
14668,0.0,0.0,Fiction,Fiction
14669,4.33,4.49,Fiction,Fiction
14674,4.5,4.481,Non-Fiction,Fiction
14677,4.7,4.634,Non-Fiction,Non-Fiction
14686,4.19,4.3709999999999996,Non-Fiction,Non-Fiction
14688,4.08,4.619999999999999,Non-Fiction,Non-Fiction
14690,3.91,4.351999999999999,Fiction,Fiction
14691,4.56,4.354,Fiction,Non-Fiction
14693,4.12,4.49,Non-Fiction,Non-Fiction
14702,4.75,4.5329999999999995,Fiction,Fiction
14705,4.05,4.419,Non-Fiction,Fiction
14707,4.63,4.1770000000000005,Non-Fiction,Fiction
14717,5.0,4.3,Non-Fiction,Fiction
14721,4.0,4.147,Non-Fiction,Non-Fiction
14727,4.22,4.452,Non-Fiction,Non-Fiction
14728,4.96,4.5329999999999995,Non-Fiction,Non-Fiction
14733,4.54,4.524,Non-Fiction,Non-Fiction
14741,4.5,4.5329999999999995,Non-Fiction,Non-Fiction
14744,4.23,4.045,Fiction,Non-Fiction
14745,4.81,4.324,Fiction,Non-Fiction
14752,3.92,4.3260000000000005,Non-Fiction,Non-Fiction
14759,4.05,4.236,Non-Fiction,Fiction
14761,4.2,4.311,Fiction,Fiction
14770,3.81,4.599,Fiction,Fiction
14782,4.67,4.497,Non-Fiction,Non-Fiction
14794,4.4,4.069999999999999,Non-Fiction,Non-Fiction
14804,3.72,4.579999999999999,Non-Fiction,Non-Fiction
14839,4.75,4.162,Fiction,Fiction
14841,3.88,4.220000000000001,Non-Fiction,Fiction
14842,4.61,4.539,Non-Fiction,Non-Fiction
14849,3.87,4.318,Non-Fiction,Non-Fiction
14850,4.76,4.375,Fiction,Non-Fiction
14851,4.0,4.369999999999999,Non-Fiction,Non-Fiction
14884,4.93,4.687,Non-Fiction,Fiction
14891,4.16,4.295999999999999,Fiction,Non-Fiction
14908,4.5,4.827,Non-Fiction,Non-Fiction
14911,5.0,4.534999999999999,Non-Fiction,Non-Fiction
14913,4.26,4.313000000000001,Non-Fiction,Non-Fiction
14935,3.66,4.209999999999999,Fiction,Fiction
14936,4.62,4.24,Non-Fiction,Non-Fiction
14946,4.0,4.2909999999999995,Fiction,Non-Fiction
14948,0.0,0.0,Non-Fiction,Non-Fiction
14956,4.38,4.3900000000000015,Non-Fiction,Non-Fiction
14957,4.4,4.1850000000000005,Non-Fiction,Non-Fiction
14958,4.96,4.492,Non-Fiction,Non-Fiction
14959,2.96,4.095999999999999,Non-Fiction,Fiction
14961,3.95,4.26,Fiction,Fiction
14968,3.73,4.171999999999999,Non-Fiction,Fiction
14969,4.23,4.598999999999999,Non-Fiction,Non-Fiction
14984,0.0,0.0,Non-Fiction,Non-Fiction
14986,4.44,3.9930000000000008,Non-Fiction,Non-Fiction
14998,3.03,4.093999999999999,Fiction,Non-Fiction
14999,4.37,3.9490000000000003,Fiction,Fiction
15008,3.9,4.491,Non-Fiction,Fiction
15013,4.73,4.573,Non-Fiction,Fiction
15014,4.5,4.383000000000001,Non-Fiction,Fiction
15028,4.75,4.387,Non-Fiction,Non-Fiction
15044,4.38,4.4430000000000005,Non-Fiction,Non-Fiction
15047,4.36,4.087999999999999,Fiction,Non-Fiction
15059,4.18,4.479,Non-Fiction,Non-Fiction
15062,5.0,4.4,Fiction,Non-Fiction
15064,0.0,0.0,Fiction,Fiction
15072,4.3,4.487,Non-Fiction,Non-Fiction
15079,4.61,3.822,Non-Fiction,Non-Fiction
15091,3.87,4.334999999999999,Non-Fiction,Non-Fiction
15095,4.25,4.503,Fiction,Non-Fiction
15096,4.15,4.517,Non-Fiction,Non-Fiction
15098,4.05,4.3100000000000005,Non-Fiction,Non-Fiction
15100,3.85,3.6400000000000006,Non-Fiction,Fiction
15107,4.02,4.281,Non-Fiction,Non-Fiction
15113,4.03,4.254,Non-Fiction,Non-Fiction
15120,4.05,4.234,Fiction,Fiction
15125,4.73,4.49,Non-Fiction,Non-Fiction
15128,4.8,4.151999999999999,Fiction,Fiction
15134,4.8,3.9809999999999994,Fiction,Non-Fiction
15135,4.55,4.322999999999999,Non-Fiction,Non-Fiction
15140,4.01,4.507999999999999,Non-Fiction,Non-Fiction
15164,4.56,4.723,Non-Fiction,Non-Fiction
15171,4.66,4.249,Non-Fiction,Non-Fiction
15174,4.23,4.516,Non-Fiction,Non-Fiction
15176,4.5,4.411,Non-Fiction,Non-Fiction
15182,0.0,0.0,Non-Fiction,Non-Fiction
15198,4.61,4.455000000000001,Non-Fiction,Non-Fiction
15200,3.63,4.131,Non-Fiction,Non-Fiction
15207,3.83,4.577,Non-Fiction,Fiction
15210,3.87,4.244999999999999,Non-Fiction,Non-Fiction
15211,4.66,4.759,Non-Fiction,Non-Fiction
15217,4.72,4.228,Non-Fiction,Non-Fiction
15232,4.25,4.104999999999999,Fiction,Fiction
15234,4.36,4.316999999999999,Fiction,Fiction
15235,4.68,4.517,Non-Fiction,Non-Fiction
15237,4.3,4.630000000000001,Non-Fiction,Non-Fiction
15245,4.71,4.449,Non-Fiction,Non-Fiction
15248,3.52,4.686999999999999,Non-Fiction,Fiction
15260,5.0,4.587999999999999,Non-Fiction,Non-Fiction
15267,3.7,4.1339999999999995,Non-Fiction,Non-Fiction
15268,4.7,4.453,Non-Fiction,Non-Fiction
15273,4.07,4.386,Fiction,Fiction
15280,4.58,4.504,Non-Fiction,Non-Fiction
15281,4.5,4.223,Fiction,Fiction
15282,4.78,4.46,Fiction,Non-Fiction
15287,4.39,4.431,Non-Fiction,Non-Fiction
15297,4.82,4.085000000000001,Non-Fiction,Non-Fiction
15300,3.52,4.171000000000001,Fiction,Non-Fiction
15309,4.47,3.9300000000000006,Non-Fiction,Non-Fiction
15319,4.17,4.481999999999999,Non-Fiction,Non-Fiction
15325,4.14,4.461,Non-Fiction,Non-Fiction
15348,4.54,4.364,Fiction,Non-Fiction
15355,4.51,4.507,Non-Fiction,Non-Fiction
15357,4.14,4.516,Fiction,Fiction
15361,5.0,4.7459999999999996,Non-Fiction,Non-Fiction
15365,5.0,4.883,Non-Fiction,Non-Fiction
15367,4.55,4.053,Non-Fiction,Non-Fiction
15379,4.47,4.553,Non-Fiction,Non-Fiction
15380,4.48,4.314000000000001,Non-Fiction,Fiction
15382,5.0,4.883,Non-Fiction,Fiction
15386,4.45,4.304999999999999,Non-Fiction,Non-Fiction
15391,4.0,4.564,Fiction,Non-Fiction
15404,5.0,4.142,Non-Fiction,Non-Fiction
15422,4.77,4.037000000000001,Fiction,Fiction
15424,4.12,4.279,Non-Fiction,Fiction
15428,4.28,4.298,Non-Fiction,Non-Fiction
15438,4.35,4.335,Non-Fiction,Non-Fiction
15439,4.4,4.85,Non-Fiction,Non-Fiction
15443,4.63,4.042999999999999,Fiction,Fiction
15445,3.14,4.441000000000001,Fiction,Non-Fiction
15452,4.78,4.387,Non-Fiction,Non-Fiction
15469,4.85,4.523999999999999,Non-Fiction,Non-Fiction
15470,4.89,4.499,Non-Fiction,Non-Fiction
15476,4.3,4.245,Non-Fiction,Non-Fiction
15482,4.62,4.574,Non-Fiction,Non-Fiction
15487,4.33,4.706,Non-Fiction,Fiction
15500,3.6,4.037,Non-Fiction,Fiction
15502,4.7,4.435999999999999,Non-Fiction,Non-Fiction
15509,4.51,4.1979999999999995,Fiction,Fiction
15515,5.0,4.411,Non-Fiction,Fiction
15517,4.38,4.121,Non-Fiction,Non-Fiction
15522,4.46,4.583,Non-Fiction,Fiction
15529,4.42,4.271,Non-Fiction,Non-Fiction
15531,4.87,4.464,Non-Fiction,Non-Fiction
15538,4.65,4.024000000000001,Non-Fiction,Non-Fiction
15559,3.74,4.156000000000001,Non-Fiction,Non-Fiction
15583,4.09,4.41,Non-Fiction,Fiction
15584,3.57,4.386000000000001,Non-Fiction,Non-Fiction
15591,4.33,4.185,Non-Fiction,Fiction
15598,3.6,4.508,Fiction,Fiction
15599,4.28,3.8940000000000006,Non-Fiction,Non-Fiction
15600,3.89,4.684,Non-Fiction,Non-Fiction
15609,3.42,4.368,Non-Fiction,Non-Fiction
15611,4.5,4.095,Fiction,Fiction
15613,4.12,4.513,Non-Fiction,Fiction
15621,4.35,4.619999999999999,Non-Fiction,Non-Fiction
15630,4.43,4.39,Non-Fiction,Non-Fiction
15632,4.2,3.754,Fiction,Fiction
15638,4.49,4.583,Non-Fiction,Fiction
15642,4.57,4.177,Fiction,Non-Fiction
15650,4.14,4.557999999999999,Non-Fiction,Non-Fiction
15656,4.81,4.432,Non-Fiction,Fiction
15657,4.26,4.312,Non-Fiction,Non-Fiction
15666,4.82,4.369,Fiction,Non-Fiction
15668,4.5,4.062,Fiction,Fiction
15677,4.0,4.63,Non-Fiction,Non-Fiction
15685,3.6,4.088,Fiction,Fiction
15687,4.43,4.448,Non-Fiction,Fiction
15701,4.87,4.197,Fiction,Non-Fiction
15702,4.32,4.456999999999999,Non-Fiction,Non-Fiction
15703,4.33,4.816,Non-Fiction,Fiction
15707,4.16,4.183999999999999,Non-Fiction,Fiction
15720,3.7,4.205,Fiction,Non-Fiction
15722,4.5,4.278999999999999,Non-Fiction,Non-Fiction
15726,4.44,4.489,Non-Fiction,Non-Fiction
15727,4.52,4.372,Non-Fiction,Non-Fiction
15728,4.2,4.578,Non-Fiction,Non-Fiction
15731,4.66,4.388,Non-Fiction,Non-Fiction
15733,4.08,4.513,Non-Fiction,Fiction
15738,4.7,4.090999999999999,Fiction,Fiction
15748,0.0,0.0,Fiction,Fiction
15750,4.2,4.464999999999999,Non-Fiction,Fiction
15760,4.55,4.186999999999999,Fiction,Non-Fiction
15770,0.0,0.0,Fiction,Non-Fiction
15771,4.09,4.195,Non-Fiction,Non-Fiction
15773,4.05,4.761,Fiction,Non-Fiction
15780,3.71,4.431,Non-Fiction,Fiction
15781,4.56,4.200999999999999,Non-Fiction,Non-Fiction
15786,4.07,4.057,Fiction,Fiction
15794,4.47,4.241,Non-Fiction,Fiction
15798,4.22,4.135,Fiction,Fiction
15806,4.16,4.031000000000001,Fiction,Non-Fiction
15807,4.73,4.069999999999999,Non-Fiction,Non-Fiction
15809,4.7,4.459999999999999,Non-Fiction,Non-Fiction
15813,3.85,4.493,Non-Fiction,Non-Fiction
15814,4.75,4.368,Non-Fiction,Non-Fiction
15815,3.71,4.228,Non-Fiction,Non-Fiction
15816,4.02,4.125,Fiction,Fiction
15817,4.72,4.154,Non-Fiction,Non-Fiction
15823,4.19,4.3469999999999995,Non-Fiction,Non-Fiction
15827,4.75,4.3629999999999995,Fiction,Fiction
15828,5.0,3.9299999999999997,Non-Fiction,Non-Fiction
15833,4.09,4.367,Non-Fiction,Non-Fiction
15839,4.45,3.6339999999999995,Non-Fiction,Non-Fiction
15852,4.33,4.674999999999999,Non-Fiction,Non-Fiction
15856,4.37,3.9500000000000006,Non-Fiction,Non-Fiction
15862,5.0,4.334,Non-Fiction,Non-Fiction
15875,4.1,4.1419999999999995,Fiction,Fiction
15879,4.43,4.289,Non-Fiction,Non-Fiction
15880,5.0,4.9,Non-Fiction,Non-Fiction
15885,4.46,4.502999999999998,Non-Fiction,Non-Fiction
15892,4.2,4.112,Fiction,Fiction
15893,4.75,4.372,Non-Fiction,Non-Fiction
15896,4.98,4.41,Non-Fiction,Non-Fiction
15899,4.75,4.223,Fiction,Non-Fiction
15906,4.6,4.298,Fiction,Non-Fiction
15918,4.76,4.111,Non-Fiction,Non-Fiction
15933,3.71,4.468,Non-Fiction,Fiction
15934,4.35,4.412,Non-Fiction,Non-Fiction
15957,4.57,4.491,Non-Fiction,Non-Fiction
15958,4.11,4.185,Fiction,Fiction
15961,3.78,3.9840000000000004,Non-Fiction,Non-Fiction
15964,3.3,4.0280000000000005,Non-Fiction,Non-Fiction
15967,4.27,4.082000000000001,Non-Fiction,Non-Fiction
15973,4.09,4.389000000000001,Non-Fiction,Non-Fiction
15984,3.8,4.257999999999999,Fiction,Fiction
15988,4.53,4.178999999999999,Non-Fiction,Non-Fiction
16019,4.18,4.436,Non-Fiction,Fiction
16042,5.0,4.9,Non-Fiction,Fiction
16054,4.76,4.4559999999999995,Non-Fiction,Non-Fiction
16067,3.97,4.327000000000001,Fiction,Fiction
16078,4.0,4.866,Non-Fiction,Non-Fiction
16079,4.65,4.326,Fiction,Non-Fiction
16083,3.63,4.391,Non-Fiction,Non-Fiction
16088,4.04,4.355,Non-Fiction,Non-Fiction
16090,4.51,4.047,Non-Fiction,Non-Fiction
16091,4.61,4.305999999999999,Fiction,Non-Fiction
16100,4.62,4.3020000000000005,Non-Fiction,Non-Fiction
16101,4.4,4.200999999999999,Non-Fiction,Non-Fiction
16104,4.63,4.374,Non-Fiction,Non-Fiction
16105,4.0,4.63,Fiction,Fiction
16112,4.55,4.12,Non-Fiction,Non-Fiction
16125,4.63,4.3709999999999996,Fiction,Non-Fiction
16126,4.38,4.272,Fiction,Fiction
16132,3.89,4.433000000000001,Non-Fiction,Fiction
16136,4.45,3.9560000000000004,Non-Fiction,Non-Fiction
16148,5.0,4.132,Fiction,Fiction
16152,4.21,4.109,Non-Fiction,Non-Fiction
16155,3.95,4.202,Fiction,Non-Fiction
16164,4.17,4.2459999999999996,Non-Fiction,Non-Fiction
16166,4.9,3.9959999999999996,Fiction,Fiction
16169,4.7,4.449000000000001,Non-Fiction,Non-Fiction
16186,4.29,3.776,Fiction,Fiction
16187,4.04,4.554,Fiction,Fiction
16191,4.2,4.530999999999999,Fiction,Non-Fiction
16200,4.66,4.2940000000000005,Non-Fiction,Non-Fiction
16206,4.0,4.106,Fiction,Fiction
16213,4.34,4.431,Non-Fiction,Non-Fiction
16214,4.16,3.992,Non-Fiction,Non-Fiction
16217,4.55,4.5440000000000005,Non-Fiction,Non-Fiction
16220,4.42,4.404000000000001,Non-Fiction,Non-Fiction
16224,4.4,4.288,Non-Fiction,Non-Fiction
16233,4.22,4.2299999999999995,Non-Fiction,Non-Fiction
16235,3.65,4.3839999999999995,Non-Fiction,Non-Fiction
16236,4.85,3.9529999999999994,Non-Fiction,Non-Fiction
16237,3.87,4.365,Non-Fiction,Non-Fiction
16238,3.83,4.045999999999999,Non-Fiction,Non-Fiction
16244,3.93,4.497,Non-Fiction,Non-Fiction
16251,4.75,4.448,Fiction,Non-Fiction
16263,4.43,4.237,Fiction,Non-Fiction
16265,4.6,4.344,Non-Fiction,Non-Fiction
16266,4.83,3.969,Non-Fiction,Non-Fiction
16268,4.22,4.388,Non-Fiction,Non-Fiction
16272,5.0,4.766,Non-Fiction,Non-Fiction
16295,4.23,4.048,Non-Fiction,Non-Fiction
16298,4.76,4.115,Non-Fiction,Non-Fiction
16305,4.75,4.0329999999999995,Non-Fiction,Non-Fiction
16306,4.28,4.197,Fiction,Fiction
16313,4.87,4.0329999999999995,Non-Fiction,Non-Fiction
16315,5.0,4.218999999999999,Fiction,Fiction
16321,4.74,4.396000000000001,Non-Fiction,Non-Fiction
16322,4.38,4.458,Fiction,Fiction
16323,2.91,4.287,Non-Fiction,Non-Fiction
16327,4.04,4.292,Fiction,Non-Fiction
16334,4.32,4.439,Non-Fiction,Non-Fiction
16336,3.35,4.054,Fiction,Fiction
16338,4.07,4.128,Fiction,Non-Fiction
16342,4.59,4.415,Non-Fiction,Fiction
16349,0.0,0.0,Fiction,Fiction
16350,4.5,3.9590000000000005,Non-Fiction,Non-Fiction
16355,4.42,4.354,Fiction,Non-Fiction
16374,0.0,0.0,Fiction,Non-Fiction
16378,4.67,4.425000000000001,Non-Fiction,Non-Fiction
16379,3.33,4.203999999999999,Non-Fiction,Non-Fiction
16380,5.0,4.359,Non-Fiction,Non-Fiction
16383,4.34,4.4319999999999995,Non-Fiction,Non-Fiction
16391,4.17,4.188,Non-Fiction,Non-Fiction
16405,4.05,4.643,Non-Fiction,Non-Fiction
16408,0.0,0.0,Non-Fiction,Non-Fiction
