,True Rating,Predicted Rating,True Genre,Predicted Genre
6882,4.0,4.680999999999999,Non-Fiction,Non-Fiction
6902,4.58,4.122999999999999,Fiction,Non-Fiction
6903,5.0,4.4,Fiction,Fiction
6905,4.91,4.414,Fiction,Non-Fiction
6911,4.66,4.279999999999999,Non-Fiction,Fiction
6913,4.45,4.607000000000001,Non-Fiction,Non-Fiction
6914,4.83,4.453,Non-Fiction,Fiction
6915,3.75,4.262,Fiction,Fiction
6925,4.59,4.603,Non-Fiction,Fiction
6929,4.43,4.478,Non-Fiction,Fiction
6941,4.22,4.255,Fiction,Fiction
6952,4.59,3.2529999999999992,Non-Fiction,Non-Fiction
6957,3.63,4.596,Non-Fiction,Non-Fiction
6958,3.38,4.148000000000001,Fiction,Fiction
6959,4.62,4.549000000000001,Non-Fiction,Fiction
6960,3.5,4.176,Fiction,Fiction
6961,4.62,4.225,Fiction,Fiction
6964,4.76,4.404,Non-Fiction,Fiction
6970,4.4,4.3740000000000006,Non-Fiction,Fiction
6972,4.49,3.8949999999999996,Non-Fiction,Non-Fiction
6976,4.71,4.615,Non-Fiction,Fiction
6977,4.62,4.245,Non-Fiction,Fiction
6978,3.41,4.418,Fiction,Fiction
6980,4.67,4.021,Non-Fiction,Fiction
6982,4.75,4.604,Non-Fiction,Fiction
6984,4.58,4.331,Non-Fiction,Non-Fiction
6989,4.08,4.244999999999999,Non-Fiction,Non-Fiction
6995,4.59,4.681,Non-Fiction,Non-Fiction
6998,4.45,4.488,Non-Fiction,Non-Fiction
7002,4.75,4.337,Non-Fiction,Fiction
7016,4.4,4.057,Fiction,Fiction
7018,4.59,4.4079999999999995,Non-Fiction,Non-Fiction
7022,5.0,4.627000000000001,Non-Fiction,Non-Fiction
7023,3.95,4.103,Non-Fiction,Non-Fiction
7034,4.21,4.449,Non-Fiction,Fiction
7035,3.33,4.933,Fiction,Non-Fiction
7041,4.17,4.337,Non-Fiction,Non-Fiction
7044,3.55,4.31,Fiction,Fiction
7050,4.67,3.6380000000000003,Non-Fiction,Non-Fiction
7052,4.2,4.113999999999999,Fiction,Fiction
7059,4.32,3.7010000000000005,Non-Fiction,Non-Fiction
7062,4.36,4.5729999999999995,Non-Fiction,Non-Fiction
7068,3.9,4.5280000000000005,Non-Fiction,Fiction
7076,4.22,4.496,Non-Fiction,Fiction
7079,4.69,4.511999999999999,Fiction,Fiction
7081,4.43,4.2829999999999995,Non-Fiction,Non-Fiction
7084,4.87,4.362,Fiction,Non-Fiction
7092,3.9,4.526,Non-Fiction,Non-Fiction
7094,4.5,4.2909999999999995,Fiction,Fiction
7102,5.0,5.0,Fiction,Non-Fiction
7111,4.71,4.657,Fiction,Fiction
7112,4.6,4.367,Non-Fiction,Non-Fiction
7113,4.71,4.356999999999999,Non-Fiction,Non-Fiction
7116,4.74,4.296999999999999,Non-Fiction,Non-Fiction
7126,4.05,4.391,Non-Fiction,Non-Fiction
7127,0.0,0.0,Fiction,Fiction
7132,3.22,4.227,Non-Fiction,Non-Fiction
7141,0.0,0.0,Fiction,Fiction
7153,4.04,4.281000000000001,Non-Fiction,Fiction
7158,4.25,4.420999999999999,Fiction,Fiction
7166,4.78,4.295999999999999,Fiction,Fiction
7171,4.6,4.594,Non-Fiction,Non-Fiction
7172,5.0,4.44,Non-Fiction,Non-Fiction
7176,4.41,4.3839999999999995,Fiction,Fiction
7201,5.0,4.037999999999999,Non-Fiction,Fiction
7203,4.59,4.014,Fiction,Fiction
7206,0.0,0.0,Fiction,Fiction
7209,4.04,3.814000000000001,Fiction,Non-Fiction
7210,4.46,4.242,Fiction,Non-Fiction
7211,4.28,4.377000000000001,Non-Fiction,Fiction
7212,5.0,4.8,Non-Fiction,Non-Fiction
7229,4.59,4.276999999999999,Fiction,Fiction
7231,3.77,4.1240000000000006,Non-Fiction,Fiction
7238,4.43,4.140000000000001,Fiction,Fiction
7241,0.0,0.0,Non-Fiction,Non-Fiction
7246,5.0,4.767,Non-Fiction,Non-Fiction
7247,3.91,4.11,Fiction,Fiction
7250,4.64,4.502000000000001,Fiction,Fiction
7251,4.51,4.266,Fiction,Fiction
7252,4.08,4.386,Fiction,Fiction
7257,4.53,4.215999999999999,Non-Fiction,Non-Fiction
7259,4.21,4.384,Fiction,Fiction
7260,4.37,4.142999999999999,Fiction,Fiction
7262,4.82,3.9159999999999995,Fiction,Non-Fiction
7264,5.0,5.0,Fiction,Fiction
7265,4.09,4.109,Fiction,Fiction
7266,4.17,4.2459999999999996,Non-Fiction,Non-Fiction
7271,4.52,4.034000000000001,Non-Fiction,Non-Fiction
7275,3.92,4.323,Fiction,Fiction
7287,4.63,4.204999999999999,Fiction,Fiction
7288,4.7,4.455,Non-Fiction,Non-Fiction
7297,4.58,4.502,Non-Fiction,Fiction
7298,4.36,4.081,Non-Fiction,Fiction
7302,4.88,4.237,Fiction,Non-Fiction
7324,3.34,4.348999999999999,Fiction,Non-Fiction
7326,4.76,4.355,Non-Fiction,Non-Fiction
7328,4.65,4.289,Non-Fiction,Fiction
7332,4.61,4.2540000000000004,Fiction,Fiction
7334,4.14,4.106,Fiction,Fiction
7337,4.84,4.463,Fiction,Non-Fiction
7344,4.24,4.2540000000000004,Fiction,Fiction
7348,3.64,4.253,Non-Fiction,Fiction
7355,4.19,4.4350000000000005,Fiction,Non-Fiction
7360,3.97,4.35,Non-Fiction,Fiction
7365,4.33,4.614000000000001,Non-Fiction,Fiction
7367,4.86,4.3580000000000005,Non-Fiction,Fiction
7385,3.91,4.531000000000001,Fiction,Fiction
7396,4.7,4.436,Non-Fiction,Non-Fiction
7401,4.49,4.223999999999999,Fiction,Fiction
7404,0.0,0.0,Non-Fiction,Non-Fiction
7405,4.53,3.914,Non-Fiction,Fiction
7413,4.36,4.647,Non-Fiction,Fiction
7421,4.36,4.369999999999999,Fiction,Fiction
7428,4.38,4.404,Fiction,Fiction
7435,4.4,4.075,Non-Fiction,Fiction
7436,4.06,4.392,Fiction,Fiction
7439,3.89,4.479999999999999,Fiction,Fiction
7440,4.29,4.417999999999999,Fiction,Fiction
7443,5.0,4.723000000000001,Non-Fiction,Fiction
7454,4.9,4.523,Fiction,Non-Fiction
7457,4.0,4.2,Non-Fiction,Non-Fiction
7463,4.73,4.3549999999999995,Fiction,Fiction
7466,4.88,4.525,Non-Fiction,Non-Fiction
7469,5.0,3.561,Non-Fiction,Fiction
7473,4.17,4.187,Fiction,Fiction
7482,4.18,4.511999999999999,Non-Fiction,Fiction
7487,4.38,3.941,Non-Fiction,Non-Fiction
7489,4.58,4.655,Non-Fiction,Fiction
7494,4.56,4.315999999999999,Non-Fiction,Non-Fiction
7496,4.29,4.592,Non-Fiction,Non-Fiction
7497,4.55,4.416,Fiction,Fiction
7500,3.75,3.761,Non-Fiction,Non-Fiction
7502,4.2,4.217,Non-Fiction,Fiction
7506,3.87,4.471,Fiction,Fiction
7509,3.65,4.555,Fiction,Fiction
7510,3.92,4.423,Non-Fiction,Non-Fiction
7513,4.38,4.461,Fiction,Fiction
7522,0.0,0.0,Non-Fiction,Fiction
7524,4.44,4.3260000000000005,Fiction,Fiction
7529,4.13,4.343999999999999,Fiction,Fiction
7558,4.8,4.582,Fiction,Fiction
7562,4.42,4.394,Fiction,Fiction
7568,4.71,4.078,Non-Fiction,Non-Fiction
7569,4.29,4.4030000000000005,Non-Fiction,Non-Fiction
7575,4.12,4.195,Non-Fiction,Fiction
7584,0.0,0.0,Non-Fiction,Non-Fiction
7586,3.18,4.308,Fiction,Fiction
7587,4.19,4.255,Fiction,Fiction
7597,3.87,4.359999999999999,Fiction,Fiction
7599,4.41,4.495,Fiction,Non-Fiction
7609,4.24,4.302,Non-Fiction,Non-Fiction
7611,4.72,4.504,Fiction,Fiction
7617,4.15,4.593000000000001,Non-Fiction,Fiction
7620,4.66,4.193,Non-Fiction,Non-Fiction
7624,4.55,4.381,Fiction,Fiction
7630,4.68,4.354000000000001,Non-Fiction,Non-Fiction
7632,4.62,4.448,Non-Fiction,Non-Fiction
7663,4.14,4.279,Fiction,Fiction
7666,4.82,4.173,Non-Fiction,Non-Fiction
7677,4.21,4.606,Non-Fiction,Non-Fiction
7683,4.08,4.434,Non-Fiction,Non-Fiction
7686,4.5,4.464,Non-Fiction,Non-Fiction
7687,4.49,4.388,Non-Fiction,Fiction
7693,4.15,4.258,Non-Fiction,Non-Fiction
7695,3.0,4.965999999999999,Non-Fiction,Fiction
7697,4.8,4.2989999999999995,Non-Fiction,Non-Fiction
7698,5.0,4.65,Non-Fiction,Fiction
7701,4.75,4.763,Non-Fiction,Fiction
7702,4.88,3.5060000000000002,Non-Fiction,Non-Fiction
7709,4.7,4.412,Non-Fiction,Fiction
7712,4.42,4.378,Non-Fiction,Non-Fiction
7717,4.16,4.645999999999999,Non-Fiction,Non-Fiction
7722,4.75,4.129999999999999,Non-Fiction,Non-Fiction
7724,5.0,4.683,Fiction,Non-Fiction
7727,4.23,4.231,Fiction,Fiction
7729,0.0,0.0,Fiction,Non-Fiction
7736,4.72,4.324,Fiction,Fiction
7739,4.74,3.7040000000000006,Non-Fiction,Non-Fiction
7761,4.45,4.481,Fiction,Non-Fiction
7767,4.57,4.299000000000001,Non-Fiction,Non-Fiction
7768,4.1,4.625,Non-Fiction,Fiction
7776,5.0,4.356,Non-Fiction,Non-Fiction
7783,4.51,4.412000000000001,Fiction,Fiction
7788,4.24,4.656000000000001,Non-Fiction,Fiction
7807,4.36,4.397,Non-Fiction,Fiction
7813,3.95,4.281000000000001,Non-Fiction,Fiction
7815,4.55,4.2219999999999995,Fiction,Fiction
7823,4.4,4.301,Fiction,Fiction
7824,4.24,4.3740000000000006,Non-Fiction,Fiction
7840,4.78,4.473000000000001,Non-Fiction,Non-Fiction
7843,4.62,4.3180000000000005,Fiction,Fiction
7848,4.31,4.336,Non-Fiction,Non-Fiction
7850,4.22,4.73,Non-Fiction,Fiction
7852,4.86,4.57,Non-Fiction,Non-Fiction
7858,3.47,3.964,Non-Fiction,Fiction
7861,4.29,4.386000000000001,Fiction,Fiction
7866,4.51,4.08,Fiction,Fiction
7870,4.15,4.019,Non-Fiction,Fiction
7872,4.53,4.511,Non-Fiction,Fiction
7875,3.88,4.232000000000001,Fiction,Fiction
7876,4.54,4.641,Non-Fiction,Non-Fiction
7877,5.0,4.8,Fiction,Fiction
7883,4.5,4.65,Fiction,Fiction
7889,0.0,0.0,Fiction,Fiction
7894,4.4,4.499,Non-Fiction,Non-Fiction
7908,4.47,4.461,Fiction,Fiction
7913,4.75,4.654999999999999,Non-Fiction,Non-Fiction
7914,4.27,4.596000000000001,Non-Fiction,Non-Fiction
7917,4.75,3.8880000000000003,Non-Fiction,Non-Fiction
7920,4.44,4.522,Fiction,Fiction
7925,4.56,4.096,Non-Fiction,Non-Fiction
7926,5.0,4.35,Fiction,Non-Fiction
7933,4.02,4.325000000000001,Fiction,Fiction
7936,4.27,4.264,Fiction,Non-Fiction
7937,4.23,4.232000000000001,Non-Fiction,Non-Fiction
7942,3.1,4.4990000000000006,Fiction,Non-Fiction
7944,3.72,4.38,Fiction,Non-Fiction
7946,4.07,4.592,Non-Fiction,Fiction
7952,4.68,4.235,Non-Fiction,Non-Fiction
7958,0.0,0.0,Fiction,Non-Fiction
7960,3.95,4.180000000000001,Non-Fiction,Fiction
7961,3.98,4.505999999999999,Fiction,Fiction
7969,4.45,4.483,Fiction,Non-Fiction
7983,4.66,4.079,Non-Fiction,Non-Fiction
7984,4.33,4.1949999999999985,Non-Fiction,Non-Fiction
7994,4.82,4.55,Fiction,Non-Fiction
8012,4.41,4.271,Fiction,Non-Fiction
8019,4.37,3.9129999999999994,Non-Fiction,Fiction
8024,3.94,4.63,Fiction,Fiction
8039,3.02,3.973,Fiction,Fiction
8046,4.28,4.5969999999999995,Non-Fiction,Fiction
8049,4.85,4.0649999999999995,Non-Fiction,Fiction
8057,4.35,4.525,Non-Fiction,Non-Fiction
8063,4.92,4.465999999999999,Non-Fiction,Non-Fiction
8066,0.0,0.0,Fiction,Fiction
8069,4.1,4.51,Non-Fiction,Fiction
8075,4.25,4.154999999999999,Non-Fiction,Non-Fiction
8077,4.4,4.642000000000001,Non-Fiction,Non-Fiction
8078,3.27,4.244,Non-Fiction,Fiction
8080,3.99,3.942,Fiction,Fiction
8085,4.16,4.308,Fiction,Fiction
8089,0.0,0.0,Fiction,Non-Fiction
8106,4.35,4.359,Non-Fiction,Fiction
8108,4.83,4.515,Non-Fiction,Non-Fiction
8112,4.5,4.781999999999999,Fiction,Fiction
8114,4.27,4.342999999999999,Non-Fiction,Non-Fiction
8123,4.25,4.35,Non-Fiction,Non-Fiction
8124,4.43,4.4639999999999995,Non-Fiction,Non-Fiction
8128,4.54,4.173,Non-Fiction,Fiction
8130,4.19,4.282000000000001,Fiction,Fiction
8133,4.31,4.4079999999999995,Fiction,Non-Fiction
8138,4.14,4.465,Fiction,Fiction
8143,4.13,4.273999999999999,Fiction,Fiction
8146,4.6,4.421,Fiction,Fiction
8147,4.61,4.5009999999999994,Non-Fiction,Non-Fiction
8156,4.58,4.28,Non-Fiction,Fiction
8176,4.27,4.366,Non-Fiction,Non-Fiction
8194,2.75,4.656999999999999,Non-Fiction,Fiction
8196,4.26,4.192,Non-Fiction,Fiction
8200,4.59,4.562,Non-Fiction,Non-Fiction
8202,2.95,4.186,Fiction,Fiction
8203,4.63,3.9829999999999997,Non-Fiction,Non-Fiction
8207,0.0,0.0,Non-Fiction,Non-Fiction
8211,4.5,4.58,Fiction,Fiction
8212,4.31,4.252,Non-Fiction,Fiction
8231,0.0,0.0,Fiction,Non-Fiction
8235,3.85,4.275,Fiction,Fiction
8237,4.42,4.211,Non-Fiction,Fiction
8240,4.64,4.252,Fiction,Fiction
8270,3.91,4.545,Non-Fiction,Fiction
8271,4.5,4.462,Non-Fiction,Fiction
8273,4.41,4.536,Non-Fiction,Non-Fiction
8277,4.41,4.084,Non-Fiction,Fiction
8280,4.53,4.341,Non-Fiction,Non-Fiction
8283,4.57,4.249,Non-Fiction,Non-Fiction
8289,4.44,4.505,Non-Fiction,Non-Fiction
8301,4.8,4.134,Non-Fiction,Non-Fiction
8304,5.0,4.266,Non-Fiction,Fiction
8307,4.39,4.379,Fiction,Non-Fiction
8313,3.72,4.462,Fiction,Fiction
8323,4.61,4.369000000000001,Non-Fiction,Non-Fiction
8330,3.86,4.406000000000001,Fiction,Fiction
8335,3.17,4.066,Fiction,Fiction
8364,4.47,4.160000000000001,Non-Fiction,Non-Fiction
8382,4.77,4.223000000000001,Non-Fiction,Non-Fiction
8385,3.83,4.4670000000000005,Non-Fiction,Fiction
8391,3.91,4.1259999999999994,Fiction,Non-Fiction
8392,5.0,4.8,Fiction,Non-Fiction
8393,4.18,4.130000000000001,Non-Fiction,Non-Fiction
8402,4.78,4.206,Non-Fiction,Non-Fiction
8403,3.48,4.349,Fiction,Non-Fiction
8414,4.46,4.38,Fiction,Fiction
8418,0.0,0.0,Fiction,Non-Fiction
8422,4.19,4.285000000000001,Fiction,Non-Fiction
8428,4.42,4.385,Non-Fiction,Non-Fiction
8436,3.95,4.239999999999999,Non-Fiction,Fiction
8437,4.96,4.045999999999999,Fiction,Non-Fiction
8438,4.85,4.8149999999999995,Fiction,Fiction
8440,4.04,4.236,Non-Fiction,Non-Fiction
8443,5.0,4.6,Fiction,Non-Fiction
8444,4.46,4.43,Non-Fiction,Non-Fiction
8453,4.58,4.455,Fiction,Fiction
8455,4.0,4.193,Non-Fiction,Non-Fiction
8457,4.66,4.529000000000001,Non-Fiction,Non-Fiction
8458,3.68,4.142999999999999,Fiction,Fiction
8473,4.37,4.192999999999999,Fiction,Non-Fiction
8479,4.67,4.489,Non-Fiction,Non-Fiction
8491,0.0,0.0,Non-Fiction,Non-Fiction
8503,4.59,4.066000000000001,Fiction,Fiction
8509,5.0,4.242999999999999,Fiction,Fiction
8516,4.0,4.153,Fiction,Fiction
8518,4.22,4.514,Non-Fiction,Fiction
8521,2.28,4.491,Non-Fiction,Non-Fiction
8529,4.43,4.363000000000001,Fiction,Fiction
8533,4.33,4.298,Fiction,Fiction
8538,0.0,0.0,Non-Fiction,Non-Fiction
8543,4.28,4.394,Non-Fiction,Non-Fiction
8544,5.0,4.643,Non-Fiction,Non-Fiction
8549,4.33,4.394,Fiction,Fiction
8559,4.25,4.309,Fiction,Fiction
8560,3.84,4.464,Non-Fiction,Fiction
8567,4.48,4.18,Non-Fiction,Non-Fiction
8569,4.61,4.656,Non-Fiction,Fiction
8574,4.71,4.346,Non-Fiction,Fiction
8578,4.49,4.371,Non-Fiction,Non-Fiction
8579,4.26,4.613,Fiction,Fiction
8583,4.7,4.093999999999999,Fiction,Fiction
8589,4.29,4.15,Non-Fiction,Non-Fiction
8590,3.79,4.077999999999999,Fiction,Non-Fiction
8591,4.44,4.371,Fiction,Fiction
8599,4.85,4.34,Non-Fiction,Non-Fiction
8604,3.97,4.106,Fiction,Fiction
8612,3.5,4.753,Non-Fiction,Fiction
8615,4.43,4.315,Non-Fiction,Non-Fiction
8620,4.15,4.601,Non-Fiction,Non-Fiction
8622,4.67,4.491,Non-Fiction,Non-Fiction
8631,4.59,4.3,Non-Fiction,Non-Fiction
8635,4.8,4.211,Fiction,Fiction
8638,4.59,4.174,Non-Fiction,Fiction
8639,4.19,4.429,Fiction,Non-Fiction
8642,4.11,4.229000000000001,Fiction,Fiction
8645,3.0,4.5329999999999995,Non-Fiction,Non-Fiction
8647,4.54,4.4590000000000005,Fiction,Non-Fiction
8649,4.7,4.606,Fiction,Fiction
8650,4.36,4.085,Non-Fiction,Non-Fiction
8654,4.67,4.252000000000001,Fiction,Fiction
8662,4.16,4.227,Fiction,Fiction
8666,4.69,4.095000000000001,Non-Fiction,Non-Fiction
8675,4.8,4.342,Fiction,Fiction
8676,4.0,4.4799999999999995,Fiction,Fiction
8677,4.55,4.39,Fiction,Fiction
8679,4.57,4.306,Fiction,Fiction
8687,4.23,4.331,Fiction,Fiction
8689,3.96,4.292999999999999,Fiction,Fiction
8701,4.84,4.327000000000001,Fiction,Non-Fiction
8705,3.69,3.6100000000000003,Non-Fiction,Non-Fiction
8706,4.7,4.258000000000001,Fiction,Fiction
8709,4.01,4.539,Non-Fiction,Non-Fiction
8720,3.53,4.296000000000001,Non-Fiction,Fiction
8721,3.86,4.346000000000001,Non-Fiction,Non-Fiction
8723,4.28,4.161,Fiction,Fiction
8728,4.34,4.359,Non-Fiction,Non-Fiction
8732,3.85,4.721,Non-Fiction,Fiction
8735,4.72,4.195,Non-Fiction,Non-Fiction
8748,4.61,4.133,Non-Fiction,Non-Fiction
8749,4.92,4.613,Non-Fiction,Fiction
8753,4.64,4.388,Non-Fiction,Non-Fiction
8757,4.66,4.327,Non-Fiction,Fiction
8759,4.24,4.587000000000001,Fiction,Fiction
8760,4.62,4.204000000000001,Fiction,Fiction
8763,4.3,3.9520000000000004,Non-Fiction,Non-Fiction
8764,4.8,4.277,Non-Fiction,Fiction
8770,4.13,4.134,Non-Fiction,Fiction
8781,4.17,4.138999999999999,Fiction,Non-Fiction
8789,4.63,4.772,Non-Fiction,Fiction
8791,4.47,3.8900000000000006,Fiction,Fiction
8799,5.0,4.348000000000001,Non-Fiction,Fiction
8804,4.15,4.302,Non-Fiction,Fiction
8805,4.34,4.352,Fiction,Non-Fiction
8815,0.0,0.0,Non-Fiction,Non-Fiction
8826,4.8,4.5280000000000005,Non-Fiction,Non-Fiction
8832,4.27,4.218,Non-Fiction,Non-Fiction
8853,4.28,4.4719999999999995,Non-Fiction,Non-Fiction
8855,3.35,4.334,Non-Fiction,Fiction
8856,5.0,4.9,Fiction,Non-Fiction
8859,4.09,3.9570000000000007,Fiction,Fiction
8866,4.34,4.267999999999999,Fiction,Fiction
8868,4.13,4.036,Non-Fiction,Fiction
8873,4.68,4.429,Non-Fiction,Non-Fiction
8876,4.5,4.9319999999999995,Fiction,Fiction
8877,3.96,4.305999999999999,Non-Fiction,Fiction
8881,4.29,4.47,Non-Fiction,Non-Fiction
8907,4.54,3.9629999999999996,Fiction,Non-Fiction
8909,4.37,4.116999999999999,Fiction,Fiction
8912,4.62,4.154999999999999,Non-Fiction,Non-Fiction
8917,4.03,3.877,Fiction,Fiction
8921,3.65,4.272,Non-Fiction,Fiction
8922,3.39,4.3340000000000005,Non-Fiction,Fiction
8923,4.41,4.412,Non-Fiction,Non-Fiction
8934,4.11,4.137,Fiction,Non-Fiction
8939,5.0,4.809,Fiction,Fiction
8947,4.44,4.149000000000001,Fiction,Fiction
8953,4.51,4.294000000000001,Fiction,Fiction
8960,4.78,4.552000000000001,Non-Fiction,Non-Fiction
8961,4.81,4.372,Non-Fiction,Fiction
8967,3.96,4.319000000000001,Fiction,Fiction
8968,4.55,4.222,Non-Fiction,Fiction
8973,4.38,4.1530000000000005,Fiction,Fiction
8977,4.37,4.499,Non-Fiction,Non-Fiction
8979,4.71,4.193,Fiction,Fiction
8983,4.6,4.322,Fiction,Non-Fiction
8984,4.19,4.343000000000001,Non-Fiction,Non-Fiction
8990,4.77,4.402,Non-Fiction,Non-Fiction
8992,4.35,4.336,Fiction,Fiction
8999,4.64,4.067,Non-Fiction,Non-Fiction
9000,3.72,4.088,Non-Fiction,Non-Fiction
9003,4.59,4.292999999999999,Non-Fiction,Non-Fiction
9022,4.61,4.216,Fiction,Fiction
9025,4.63,4.605,Fiction,Fiction
9027,4.5,4.0,Fiction,Fiction
9028,0.0,0.0,Fiction,Fiction
9032,3.66,4.261,Non-Fiction,Fiction
9038,4.8,3.846,Fiction,Fiction
9042,4.45,4.4079999999999995,Non-Fiction,Fiction
9044,4.25,3.9459999999999993,Non-Fiction,Non-Fiction
9045,4.2,4.401,Non-Fiction,Non-Fiction
9047,4.16,4.364000000000001,Non-Fiction,Non-Fiction
9052,3.89,4.5840000000000005,Non-Fiction,Fiction
9055,4.56,4.3950000000000005,Non-Fiction,Non-Fiction
9062,4.39,4.612999999999999,Non-Fiction,Non-Fiction
9068,4.24,4.113,Fiction,Non-Fiction
9069,4.59,4.502,Non-Fiction,Non-Fiction
9071,4.08,4.406000000000001,Non-Fiction,Non-Fiction
9074,4.42,4.356,Non-Fiction,Non-Fiction
9079,3.93,4.361,Non-Fiction,Non-Fiction
9092,3.81,4.377000000000001,Fiction,Non-Fiction
9124,3.0,4.7,Non-Fiction,Fiction
9126,4.66,4.536,Non-Fiction,Fiction
9133,4.27,4.433,Non-Fiction,Fiction
9134,3.77,3.8369999999999997,Fiction,Fiction
9151,4.87,4.504,Non-Fiction,Non-Fiction
9157,3.0,4.293000000000001,Fiction,Non-Fiction
9168,4.75,4.1610000000000005,Fiction,Fiction
9172,4.37,4.188999999999999,Fiction,Non-Fiction
9176,4.09,3.8299999999999996,Fiction,Fiction
9188,5.0,4.199,Non-Fiction,Fiction
9189,4.61,4.321,Fiction,Fiction
9190,4.4,4.121,Fiction,Fiction
9195,4.82,4.335,Non-Fiction,Fiction
9197,4.0,4.241,Non-Fiction,Non-Fiction
9198,4.17,4.2490000000000006,Non-Fiction,Non-Fiction
9200,4.65,4.0409999999999995,Non-Fiction,Non-Fiction
9206,3.48,4.3740000000000006,Fiction,Non-Fiction
9213,4.76,4.271,Fiction,Fiction
9218,4.13,4.015999999999999,Non-Fiction,Non-Fiction
9229,4.42,4.497,Non-Fiction,Non-Fiction
9231,3.76,4.1690000000000005,Non-Fiction,Non-Fiction
9237,4.17,4.313,Non-Fiction,Non-Fiction
9238,4.19,4.39,Non-Fiction,Fiction
9239,2.6,4.1930000000000005,Non-Fiction,Fiction
9241,4.53,4.33,Fiction,Fiction
9251,4.56,4.292,Non-Fiction,Non-Fiction
9256,4.71,4.3,Non-Fiction,Non-Fiction
9259,5.0,4.784000000000001,Non-Fiction,Fiction
9263,4.56,3.8500000000000005,Fiction,Fiction
9278,4.66,4.0840000000000005,Non-Fiction,Fiction
9279,3.87,4.261,Non-Fiction,Non-Fiction
9285,4.23,4.377,Non-Fiction,Non-Fiction
9286,4.44,4.445,Non-Fiction,Fiction
9293,3.62,4.282,Fiction,Fiction
9300,3.73,3.7619999999999996,Fiction,Fiction
9310,4.1,4.343,Fiction,Fiction
9312,4.57,4.448,Fiction,Fiction
9321,4.01,4.362,Non-Fiction,Non-Fiction
9328,4.66,4.395999999999999,Fiction,Non-Fiction
9333,5.0,4.6129999999999995,Non-Fiction,Non-Fiction
9334,4.54,4.225,Fiction,Fiction
9335,3.82,4.1579999999999995,Fiction,Fiction
9339,4.7,4.295999999999999,Non-Fiction,Non-Fiction
9343,4.89,4.096,Non-Fiction,Non-Fiction
9352,4.08,4.536,Non-Fiction,Non-Fiction
9360,3.77,4.260999999999999,Fiction,Non-Fiction
9363,4.37,4.566000000000001,Fiction,Fiction
9368,4.09,4.611000000000001,Non-Fiction,Non-Fiction
9369,4.96,4.328999999999999,Non-Fiction,Non-Fiction
9373,4.76,4.2669999999999995,Fiction,Non-Fiction
9376,4.57,4.361,Non-Fiction,Non-Fiction
9389,4.0,4.5,Fiction,Fiction
9393,4.04,4.345000000000001,Fiction,Fiction
9397,4.29,4.5409999999999995,Non-Fiction,Non-Fiction
9403,3.59,4.364000000000001,Fiction,Fiction
9404,4.21,4.2509999999999994,Non-Fiction,Fiction
9407,4.54,4.4510000000000005,Fiction,Non-Fiction
9410,4.75,3.8369999999999997,Fiction,Non-Fiction
9413,3.59,3.9570000000000007,Non-Fiction,Non-Fiction
9417,3.17,4.021,Non-Fiction,Non-Fiction
9418,4.0,4.305000000000001,Fiction,Fiction
9419,4.63,4.1850000000000005,Non-Fiction,Fiction
9428,5.0,4.713,Non-Fiction,Non-Fiction
9444,4.52,4.256,Fiction,Fiction
9463,4.16,4.457000000000001,Non-Fiction,Non-Fiction
9464,3.46,4.1899999999999995,Non-Fiction,Non-Fiction
9470,4.25,3.9870000000000005,Fiction,Fiction
9476,4.9,4.446,Non-Fiction,Non-Fiction
9483,4.5,4.6,Fiction,Non-Fiction
9484,4.14,4.29,Fiction,Fiction
9497,5.0,4.87,Non-Fiction,Non-Fiction
9505,3.8,4.101000000000001,Fiction,Fiction
9512,4.8,4.203,Non-Fiction,Fiction
9519,4.48,4.3469999999999995,Non-Fiction,Non-Fiction
9523,4.42,4.3950000000000005,Fiction,Non-Fiction
9527,4.58,4.348000000000001,Fiction,Non-Fiction
9531,4.59,4.11,Fiction,Non-Fiction
9537,3.74,4.226999999999999,Non-Fiction,Non-Fiction
9543,4.36,4.546000000000001,Fiction,Fiction
9555,4.63,4.366999999999999,Non-Fiction,Non-Fiction
9563,4.05,4.269,Fiction,Non-Fiction
9571,4.42,4.276999999999999,Fiction,Fiction
9573,4.2,4.204000000000001,Fiction,Fiction
9575,4.47,3.777,Non-Fiction,Non-Fiction
9578,3.98,4.325,Fiction,Fiction
9586,4.31,4.315,Fiction,Fiction
9587,4.39,4.333,Fiction,Fiction
9598,4.66,4.3149999999999995,Non-Fiction,Fiction
9602,4.52,4.255,Fiction,Fiction
9604,4.38,4.713,Non-Fiction,Non-Fiction
9606,5.0,4.45,Fiction,Fiction
9621,3.58,4.199,Non-Fiction,Non-Fiction
9626,4.29,4.562,Non-Fiction,Non-Fiction
9633,4.71,4.283,Non-Fiction,Non-Fiction
9652,3.78,4.612,Non-Fiction,Fiction
9655,4.01,4.348999999999999,Fiction,Non-Fiction
9664,4.0,4.537000000000001,Non-Fiction,Non-Fiction
9665,4.74,4.095000000000001,Fiction,Non-Fiction
9669,4.22,4.226999999999999,Non-Fiction,Non-Fiction
9672,4.32,4.66,Non-Fiction,Fiction
9676,4.79,4.180999999999999,Fiction,Non-Fiction
9684,3.72,4.315,Fiction,Fiction
9688,4.14,4.17,Fiction,Fiction
9689,3.77,4.235,Fiction,Fiction
9703,4.35,4.448,Fiction,Fiction
